index,order_id,order_date,status,fulfilment,sales_channel,service_level,Style,SKU,category,Size,ASIN,"Courier Status",Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,"Unnamed: 22"
302,406-6586654-6641140,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3564,JNE3564-KR-XXXL,kurta,3XL,B09B2FNCBT,Shipped,1,INR,487,BENGALURU,KARNATAKA,560010,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
303,405-6120626-0941135,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET182,SET182-KR-DH-L,Set,L,B085HRLT87,Shipped,1,INR,657,Bengaluru,KARNATAKA,560017,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
304,408-9255314-3102740,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET128,SET128-KR-DH-M,Set,M,B07WZFT117,Shipped,1,INR,1133,BARSHI,MAHARASHTRA,413401,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
305,408-3436456-9893130,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-XXL,kurta,XXL,B08KRYCC8J,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400080,IN,,False,,
306,408-3870331-6287517,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-L,kurta,L,B08KS2BPL8,Shipped,1,INR,399,Dehradun,UTTARAKHAND,248001,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
307,408-3870331-6287517,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Shipped,1,INR,399,Dehradun,UTTARAKHAND,248001,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
308,407-2882576-2777135,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,J0011,J0011-LCD-M,Set,M,B08B3YNJG5,Shipped,1,INR,1233,HYDERABAD,TELANGANA,500089,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
309,403-2256919-4846738,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3881,JNE3881-DR-XXXL,"Western Dress",3XL,B09VC3ST6H,Shipped,1,INR,825,BENGALURU,KARNATAKA,560068,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,"Easy Ship",
310,403-2920089-2403567,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3639,JNE3639-TP-N-XXL,Top,XXL,B08ZH7RVGJ,Shipped,1,INR,487,CHENNAI,"TAMIL NADU",600036,IN,,False,,
311,406-7792526-4685142,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XXL,Set,XXL,B099NJQ8JQ,Shipped,1,INR,563,HYDERABAD,TELANGANA,500028,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
312,406-7680255-6117120,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3613,JNE3613-KR-XXL,kurta,XXL,B08XWBRM8L,Shipped,1,INR,399,HYDERABAD,TELANGANA,500028,IN,,False,,
313,402-4646784-8411501,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3368,JNE3368-KR-XXXL,kurta,3XL,B0828PD16L,Shipped,1,INR,471,"CHANDI MANDIR",HARYANA,134107,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
314,405-2788163-4515521,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3522,JNE3522-KR-XXL,kurta,XXL,B08W9K3MXR,Shipped,1,INR,342,ujjain,"MADHYA PRADESH",456010,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,"Easy Ship",
315,405-1757140-2025918,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3741,JNE3741-KR-XXL,kurta,XXL,B099FBTWW1,Shipped,1,INR,432,ujjain,"MADHYA PRADESH",456010,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
316,403-9105351-8453114,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Shipped,1,INR,399,Haldwani,UTTARAKHAND,263139,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
317,402-0503400-6235514,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET293,SET293-KR-NP-S,Set,S,B09K3G4TS6,Shipped,1,INR,736,CHENNAI,"TAMIL NADU",600125,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
318,408-3201739-2676310,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET388,SET388-KR-NP-L,Set,L,B09QJLFDRK,Shipped,1,INR,1260,MUMBAI,MAHARASHTRA,400049,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
319,171-8027093-8553945,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Shipped,1,INR,399,Uttarkashi,UTTARAKHAND,249193,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
320,403-3331597-7637100,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XS,Set,XS,B0894WWGK9,Shipped,1,INR,1133,BHUBANESWAR,ODISHA,751006,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
321,403-4424319-6635501,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET197,SET197-KR-NP-L,Set,L,B08B3YPD63,Shipped,1,INR,759,"Old Goa",Goa,403107,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
322,403-0906375-2269150,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,MEN5029,MEN5029-KR-M,kurta,M,B08YZ1SZDH,Unshipped,1,INR,475,MAHESHWAR,"MADHYA PRADESH",451224,IN,,False,,
323,406-7261451-5682727,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-XS,"Western Dress",XS,B099NS55L1,Shipped,1,INR,744,BENGALURU,KARNATAKA,560037,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
324,407-5096970-7475550,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,J0010,J0010-LCD-L,Set,L,B08BJSDK5J,,0,INR,1902.86,HARDOI,"UTTAR PRADESH",241001,IN,,False,"Easy Ship",
325,402-6566640-5417947,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3800,JNE3800-KR-M,"Western Dress",M,B09SDXQ3X9,Shipped,1,INR,771,HYDERABAD,TELANGANA,500073,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
326,402-5302912-6805151,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3798,JNE3798-KR-M,"Western Dress",M,B09SDXTRS9,Shipped,1,INR,725,HYDERABAD,TELANGANA,500073,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
327,407-9707366-3029944,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,JNE3453,JNE3453-KR-S,kurta,S,B085HMWJ4R,,0,INR,473.33,"NEW DELHI",DELHI,110074,IN,,False,"Easy Ship",
329,408-5540360-9479519,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,Shipped,1,INR,759,SHILLONG,MEGHALAYA,793008,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant SS-1640596961008,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
330,403-2079921-1244300,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,MEN5029,MEN5029-KR-M,kurta,M,B08YZ1SZDH,Unshipped,1,INR,475,"DHAMNOD DHAR DISTRICT","MADHYA PRADESH",454552,IN,,False,,
331,402-8019936-6115500,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXL,Set,XXL,B0894XKVH3,Unshipped,1,INR,654,MYSURU,KARNATAKA,570016,IN,,False,,
332,406-6711228-7576354,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,J0341,J0341-DR-XXL,"Western Dress",XXL,B099NR3NXY,Unshipped,1,INR,791,BENGALURU,KARNATAKA,560037,IN,,False,,
333,171-1425554-3718756,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-XXXL,"Western Dress",3XL,B099NSQP4Z,Shipped,1,INR,744,BENGALURU,KARNATAKA,560070,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
334,407-9906412-0889129,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXXL,kurta,3XL,B082W7MZVQ,Shipped,1,INR,376,CHAKDAHA,"WEST BENGAL",741222,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
335,408-8991303-6559523,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,CHENNAI,"TAMIL NADU",600082,IN,,False,,
336,408-6046797-8945127,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XL,Set,XL,B099NJV9X7,Shipped,1,INR,599,KOLKATA,"WEST BENGAL",700044,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
337,171-2134173-5385136,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0331,J0331-KR-XXXL,kurta,3XL,B09PD63F81,Shipped,1,INR,782,CHIKKAMAGALURU,KARNATAKA,577101,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
338,171-2134173-5385136,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3752,JNE3752-KR-XXXL,kurta,3XL,B09K3Z6TT3,Shipped,1,INR,362,CHIKKAMAGALURU,KARNATAKA,577101,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
339,402-2155477-9353103,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET369,SET369-KR-NP-XXL,Set,XXL,B09QJM97Z8,Shipped,1,INR,1173,BHUBANESWAR,ODISHA,751003,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
340,407-8580022-5578715,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,J0341,J0341-DR-M,"Western Dress",M,B099NQQ79L,Shipped,1,INR,744,GURUGRAM,HARYANA,122018,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-VY2G7AISPNM5O,Amazon PLCC Free-Financing Universal Merchant AAT-W5I5VO555W3V6,Amazon PLCC Free-Financing Universal Merchant AAT-RSTHMTL7LSZQI,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,"Easy Ship",
341,402-1572540-8678700,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-M,"Western Dress",M,B09SDY8DCT,Shipped,1,INR,725,KOLKATA,"WEST BENGAL",700050,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
342,171-1887627-9813158,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XS,kurta,XS,B082W872VQ,Shipped,1,INR,376,VISAKHAPATNAM,"ANDHRA PRADESH",530016,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
343,408-7712483-3825907,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-L,kurta,L,B09K3ZKHMW,Shipped,1,INR,459,ALLAHABAD,"UTTAR PRADESH",211004,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
344,402-3621298-2630741,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXL,Set,XXL,B0894XKVH3,Unshipped,1,INR,654,MYSURU,KARNATAKA,570016,IN,,False,,
345,404-8745561-3169903,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3537,JNE3537-KR-M,kurta,M,B08JGXZHY9,Shipped,1,INR,379,LUCKNOW,"UTTAR PRADESH",226022,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
346,404-1508602-9433941,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XL,Set,XL,B0894YFQ5R,Shipped,1,INR,696,KOLKATA,"WEST BENGAL",700089,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
